SRR11362742.sra.334539	CEM03489.1	48.1	27	14	0	56	136	347	373	1.5e-04	31.2
SRR11362742.sra.361085	CEM03489.1	51.9	27	13	0	69	149	347	373	1.1e-04	31.6
SRR11362742.sra.380030	CEM03489.1	48.1	27	14	0	69	149	347	373	1.5e-04	31.2
SRR11362742.sra.381688	CEM03489.1	48.1	27	14	0	69	149	347	373	1.5e-04	31.2
SRR11362742.sra.948987	CEM03489.1	48.1	27	14	0	65	145	347	373	1.9e-04	30.8
SRR11362742.sra.1286832	CEM03489.1	48.1	27	14	0	55	135	347	373	1.5e-04	31.2
SRR11362742.sra.1851246	KAF4652602.1	46.2	26	14	0	70	147	435	460	1.1e-04	31.6
SRR11362742.sra.2045386	EER16646.1	46.7	30	16	0	40	129	1298	1327	6.6e-05	32.3
SRR11362742.sra.2817470	CEM03489.1	48.1	27	14	0	40	120	347	373	1.5e-04	31.2
SRR11362742.sra.2936540	CEM03489.1	48.1	27	14	0	69	149	347	373	1.5e-04	31.2
SRR11362742.sra.2937541	CEM03489.1	48.1	27	14	0	69	149	347	373	1.5e-04	31.2
SRR11362742.sra.3297410	CEM03489.1	48.1	27	14	0	53	133	347	373	1.5e-04	31.2
SRR11362742.sra.3501384	CEM03489.1	54.2	24	11	0	9	80	350	373	9.5e-04	28.5
SRR11362742.sra.3552167	CEM03489.1	48.1	27	14	0	42	122	347	373	1.5e-04	31.2
SRR11362742.sra.3838455	CEM03489.1	48.1	27	14	0	69	149	347	373	1.5e-04	31.2
SRR11362742.sra.4250739	CEM03489.1	48.1	27	14	0	69	149	347	373	1.5e-04	31.2
SRR11362742.sra.4251077	CEM03489.1	48.1	27	14	0	69	149	347	373	1.5e-04	31.2
SRR11362742.sra.6058024	EER16646.1	51.2	43	21	0	151	23	665	707	2.9e-08	43.5
SRR11362742.sra.6216763	CEM03489.1	64.0	25	8	1	150	79	1808	1832	3.3e-04	30.0
SRR11362742.sra.6364509	CEM03489.1	48.1	27	14	0	12	92	347	373	2.5e-04	30.4
SRR11362742.sra.7455546	EER16646.1	48.8	41	21	0	149	27	667	707	2.4e-07	40.4
SRR11362742.sra.7975006	EER16646.1	50.0	38	19	0	146	33	670	707	7.0e-07	38.9
SRR11362742.sra.7975100	EER16646.1	50.0	38	19	0	146	33	670	707	7.0e-07	38.9
SRR11362742.sra.8532401	CEM03489.1	48.1	27	14	0	67	147	347	373	1.9e-04	30.8
SRR11362742.sra.8595882	CEM03489.1	48.1	27	14	0	64	144	347	373	1.9e-04	30.8
SRR11362742.sra.9129252	CEM03489.1	48.1	27	14	0	4	84	347	373	3.3e-04	30.0
SRR11362742.sra.9638296	CEM03489.1	48.1	27	14	0	69	149	347	373	1.5e-04	31.2
SRR11362742.sra.9969313	CEM03489.1	48.1	27	14	0	69	149	347	373	1.5e-04	31.2
SRR11362742.sra.10376719	CEM03489.1	48.1	27	14	0	12	92	347	373	2.5e-04	30.4
SRR11362742.sra.10379630	CEM03489.1	48.1	27	14	0	12	92	347	373	2.5e-04	30.4
SRR11362742.sra.10527399	CEM03489.1	48.1	27	14	0	37	117	347	373	1.9e-04	30.8
SRR11362742.sra.10527865	CEM03489.1	48.1	27	14	0	37	117	347	373	1.9e-04	30.8
