DRR049554.sra.40082	CCI43400.1	56.7	30	13	0	3	92	1633	1662	7.4e-04	32.7
DRR049554.sra.164864	CCI43400.1	57.6	33	14	0	100	2	1623	1655	2.7e-06	40.8
DRR049554.sra.175895	CCI43400.1	69.0	29	9	0	100	14	1617	1645	1.9e-07	44.7
DRR049554.sra.183435	CCI43400.1	48.5	33	17	0	101	3	1692	1724	9.7e-04	32.3
DRR049554.sra.235707	CCI43400.1	60.6	33	13	0	101	3	1627	1659	1.8e-05	38.1
DRR049554.sra.262203	CCI43400.1	63.3	30	11	0	93	4	1626	1655	7.9e-06	39.3
DRR049554.sra.268016	CCI43400.1	57.6	33	14	0	2	100	1622	1654	4.6e-06	40.0
DRR049554.sra.269498	CCI43400.1	51.5	33	16	0	100	2	1685	1717	6.7e-05	36.2
DRR049554.sra.324770	CCI43400.1	69.0	29	9	0	100	14	1617	1645	8.4e-08	45.8
DRR049554.sra.326635	CCI43400.1	65.5	29	10	0	15	101	1613	1641	1.9e-07	44.7
DRR049554.sra.344950	CCI43400.1	65.6	32	11	0	98	3	1613	1644	5.0e-08	46.6
DRR049554.sra.494007	CCI43400.1	48.5	33	17	0	3	101	1692	1724	9.7e-04	32.3
DRR049554.sra.540207	CCI43400.1	55.2	29	13	0	95	9	1689	1717	1.5e-04	35.0
DRR049554.sra.744572	CCI43400.1	73.1	26	7	0	1	78	1620	1645	1.2e-06	42.0
DRR049554.sra.752431	CCI43400.1	51.5	33	16	0	2	100	1689	1721	3.0e-05	37.4
DRR049554.sra.759185	CCI43400.1	55.2	29	13	0	15	101	1698	1726	4.3e-04	33.5
DRR049554.sra.857275	CCI43400.1	58.1	31	13	0	1	93	1632	1662	1.9e-04	34.7
DRR049554.sra.887282	CCI43400.1	70.4	27	8	0	101	21	1619	1645	7.2e-07	42.7
DRR049554.sra.892356	CCI43400.1	51.5	33	16	0	3	101	1689	1721	3.0e-05	37.4
DRR049554.sra.937478	CCI43400.1	51.5	33	16	0	1	99	1694	1726	2.5e-04	34.3
DRR049554.sra.957294	CCI43400.1	55.2	29	13	0	10	96	1689	1717	1.1e-04	35.4
DRR049554.sra.1025576	CCI43400.1	73.1	26	7	0	99	22	1620	1645	1.2e-06	42.0
DRR049554.sra.1108773	CCI43400.1	75.0	24	6	0	6	77	1622	1645	6.1e-06	39.7
DRR049554.sra.1135349	CCI43400.1	59.4	32	13	0	6	101	1630	1661	6.7e-05	36.2
DRR049554.sra.1158722	CCI43400.1	59.4	32	13	0	99	4	1628	1659	3.9e-05	37.0
DRR049554.sra.1162228	CCI43400.1	51.5	33	16	0	101	3	1685	1717	6.7e-05	36.2
DRR049554.sra.1280600	CCI43400.1	65.6	32	11	0	6	101	1613	1644	5.0e-08	46.6
DRR049554.sra.1336207	CCI43400.1	71.4	28	8	0	2	85	1618	1645	2.5e-07	44.3
DRR049554.sra.1356282	CCI43400.1	48.5	33	17	0	101	3	1692	1724	9.7e-04	32.3
DRR049554.sra.1469135	CCI43400.1	57.6	33	14	0	99	1	1623	1655	2.7e-06	40.8
DRR049554.sra.1524822	CCI43400.1	53.1	32	15	0	1	96	1683	1714	1.8e-05	38.1
DRR049554.sra.1548820	CCI43400.1	51.5	33	16	0	2	100	1694	1726	2.5e-04	34.3
DRR049554.sra.1702024	CCI43400.1	59.4	32	13	0	101	6	1628	1659	3.9e-05	37.0
DRR049554.sra.1702425	CCI43400.1	56.7	30	13	0	98	9	1700	1729	1.9e-04	34.7
DRR049554.sra.1731474	CCI43400.1	65.5	29	10	0	15	101	1613	1641	1.9e-07	44.7
DRR049554.sra.1752885	CCI43400.1	60.6	33	13	0	100	2	1627	1659	1.8e-05	38.1
DRR049554.sra.1780160	CCI43400.1	65.5	29	10	0	90	4	1613	1641	1.9e-07	44.7
DRR049554.sra.1887610	CCI43400.1	57.6	33	14	0	100	2	1622	1654	4.6e-06	40.0
DRR049554.sra.1907173	CCI43400.1	60.6	33	13	0	2	100	1630	1662	2.3e-05	37.7
DRR049554.sra.2262752	CCI43400.1	71.4	28	8	0	2	85	1618	1645	2.5e-07	44.3
DRR049554.sra.2402728	CCI43400.1	73.1	26	7	0	99	22	1620	1645	1.2e-06	42.0
DRR049554.sra.2402820	CCI43400.1	57.1	28	12	0	98	15	1702	1729	5.7e-04	33.1
DRR049554.sra.2453944	CCI43400.1	63.3	30	11	0	97	8	1626	1655	1.0e-05	38.9
DRR049554.sra.2625908	CCI43400.1	57.6	33	14	0	100	2	1622	1654	4.6e-06	40.0
DRR049554.sra.2630408	CCI43400.1	57.6	33	14	0	101	3	1622	1654	4.6e-06	40.0
DRR049554.sra.2663771	CCI43400.1	56.7	30	13	0	2	91	1700	1729	1.9e-04	34.7
DRR049554.sra.2683905	CCI43400.1	60.6	33	13	0	3	101	1630	1662	2.3e-05	37.7
DRR049554.sra.2704686	CCI43400.1	63.3	30	11	0	4	93	1626	1655	1.0e-05	38.9
DRR049554.sra.2714505	CCI43400.1	53.3	30	14	0	4	93	1697	1726	4.3e-04	33.5
DRR049554.sra.2764515	CCI43400.1	57.6	33	14	0	3	101	1622	1654	4.6e-06	40.0
DRR049554.sra.2802208	CCI43400.1	60.6	33	13	0	99	1	1626	1658	3.5e-06	40.4
DRR049554.sra.2842480	CCI43400.1	63.3	30	11	0	97	8	1626	1655	1.0e-05	38.9
DRR049554.sra.2870150	CCI43400.1	64.3	28	10	0	18	101	1613	1640	5.5e-07	43.1
DRR049554.sra.2873036	CCI43400.1	57.1	28	12	0	98	15	1702	1729	5.7e-04	33.1
DRR049554.sra.2905470	CCI43400.1	73.1	26	7	0	99	22	1620	1645	1.2e-06	42.0
DRR049554.sra.2954379	CCI43400.1	55.2	29	13	0	91	5	1689	1717	1.1e-04	35.4
DRR049554.sra.3031242	CCI43400.1	51.5	33	16	0	2	100	1691	1723	1.5e-04	35.0
DRR049554.sra.3112076	CCI43400.1	48.5	33	17	0	3	101	1692	1724	9.7e-04	32.3
DRR049554.sra.3147300	CCI43400.1	65.6	32	11	0	4	99	1613	1644	5.0e-08	46.6
DRR049554.sra.3225395	CCI43400.1	63.3	30	11	0	4	93	1626	1655	1.0e-05	38.9
DRR049554.sra.3226796	CCI43400.1	64.3	28	10	0	16	99	1613	1640	5.5e-07	43.1
DRR049554.sra.3268077	CCI43400.1	51.5	33	16	0	2	100	1691	1723	1.5e-04	35.0
DRR049554.sra.3276687	CCI43400.1	57.6	33	14	0	100	2	1622	1654	4.6e-06	40.0
DRR049554.sra.3331579	CCI43400.1	55.2	29	13	0	90	4	1689	1717	1.1e-04	35.4
DRR049554.sra.3370524	CCI43400.1	51.5	33	16	0	1	99	1684	1716	2.3e-05	37.7
DRR049554.sra.3426171	CCI43400.1	51.5	33	16	0	2	100	1697	1729	1.1e-04	35.4
DRR049554.sra.3484199	CCI43400.1	51.5	33	16	0	101	3	1685	1717	6.7e-05	36.2
DRR049554.sra.3501786	CCI43400.1	51.5	33	16	0	100	2	1685	1717	6.7e-05	36.2
DRR049554.sra.3604829	CCI43400.1	59.4	32	13	0	1	96	1628	1659	3.9e-05	37.0
DRR049554.sra.3607214	CCI43400.1	73.1	26	7	0	99	22	1620	1645	1.2e-06	42.0
DRR049554.sra.3626303	CCI43400.1	57.6	33	14	0	100	2	1623	1655	2.7e-06	40.8
